TinhThanh_Moi,PhuongXa_Moi,PhuongXa_Cu_HienThi,PhuongXa_Cu,QuanHuyen_Cu,TinhThanh_Cu,Loại
Hà Nội,Hồng Hà,Phường Bạch Đằng (phần còn lại sau khi sáp nhập vào phường Hai Bà Trưng),Phường Bạch Đằng,Hai Bà Trưng,Hà Nội,
Hà Nội,Bạch Mai,Phường Bách Khoa,Phường Bách Khoa,Hai Bà Trưng,Hà Nội,
Hà Nội,Bạch Mai,Phường Bạch Mai,Phường Bạch Mai,Hai Bà Trưng,Hà Nội,
Hà Nội,Chương Mỹ,Phường Biên Giang,Phường Biên Giang,Hà Đông,Hà Nội,
Hà Nội,Hồng Hà,Phường Bồ Đề,Phường Bồ Đề,Long Biên,Hà Nội,
Hà Nội,Long Biên,Phường Bồ Đề,Phường Bồ Đề,Long Biên,Hà Nội,
Hà Nội,Bồ Đề,Phường Bồ Đề (phần còn lại sau khi sáp nhập vào phường Hồng Hà&comma; phường Long Biên),Phường Bồ Đề,Long Biên,Hà Nội,
Hà Nội,Tây Hồ,Phường Bưởi,Phường Bưởi,Tây Hồ,Hà Nội,
Hà Nội,Giảng Võ,Phường Cát Linh,Phường Cát Linh,Đống Đa,Hà Nội,
Hà Nội,Ô Chợ Dừa,Phường Cát Linh (phần còn lại sau khi sáp nhập vào phường Giảng Võ),Phường Cát Linh,Đống Đa,Hà Nội,
Hà Nội,Từ Liêm,Phường Cầu Diễn,Phường Cầu Diễn,Nam Từ Liêm,Hà Nội,
Hà Nội,Hồng Hà,Phường Chương Dương,Phường Chương Dương,Hoàn Kiếm,Hà Nội,
Hà Nội,Nghĩa Đô,Phường Cổ Nhuế 1,Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,
Hà Nội,Phú Diễn,Phường Cổ Nhuế 1,Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,
Hà Nội,Xuân Đỉnh,Phường Cổ Nhuế 1 (phần còn lại sau khi sáp nhập vào phường Nghĩa Đô&comma; phường Phú Diễn),Phường Cổ Nhuế 1,Bắc Từ Liêm,Hà Nội,
Hà Nội,Đông Ngạc,Phường Cổ Nhuế 2,Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,
Hà Nội,Thượng Cát,Phường Cổ Nhuế 2 (phần còn lại sau khi sáp nhập vào phường Đông Ngạc),Phường Cổ Nhuế 2,Bắc Từ Liêm,Hà Nội,
Hà Nội,Ngọc Hà,Phường Cống Vị,Phường Cống Vị,Ba Đình,Hà Nội,
Hà Nội,Giảng Võ,Phường Cống Vị (phần còn lại sau khi sáp nhập vào phường Ngọc Hà),Phường Cống Vị,Ba Đình,Hà Nội,
Hà Nội,Long Biên,Phường Cự Khối,Phường Cự Khối,Long Biên,Hà Nội,
Hà Nội,Bát Tràng,Phường Cự Khối (phần còn lại sau khi sáp nhập vào phường Long Biên),Phường Cự Khối,Long Biên,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Cửa Đông,Phường Cửa Đông,Hoàn Kiếm,Hà Nội,
Hà Nội,Ba Đình,Phường Cửa Đông (phần còn lại sau khi sáp nhập vào phường Hoàn Kiếm),Phường Cửa Đông,Hoàn Kiếm,Hà Nội,
Hà Nội,Ba Đình,Phường Cửa Nam,Phường Cửa Nam,Hoàn Kiếm,Hà Nội,
Hà Nội,Cửa Nam,Phường Cửa Nam,Phường Cửa Nam,Hoàn Kiếm,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Cửa Nam,Phường Cửa Nam,Hoàn Kiếm,Hà Nội,
Hà Nội,Văn Miếu - Quốc Tử Giám,Phường Cửa Nam (phần còn lại sau khi sáp nhập vào phường Hoàn Kiếm&comma; phường Cửa Nam&comma; phường Ba Đình),Phường Cửa Nam,Hoàn Kiếm,Hà Nội,
Hà Nội,Định Công,Phường Đại Kim,Phường Đại Kim,Hoàng Mai,Hà Nội,
Hà Nội,Hoàng Liệt,Phường Đại Kim,Phường Đại Kim,Hoàng Mai,Hà Nội,
Hà Nội,Khương Đình,Phường Đại Kim,Phường Đại Kim,Hoàng Mai,Hà Nội,
Hà Nội,Thanh Liệt,Phường Đại Kim (phần còn lại sau khi sáp nhập vào phường Định Công&comma; phường Hoàng Liệt&comma; phường Khương Đình),Phường Đại Kim,Hoàng Mai,Hà Nội,
Hà Nội,Đại Mỗ,Phường Đại Mỗ,Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,
Hà Nội,Hà Đông,Phường Đại Mỗ,Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,
Hà Nội,Tây Mỗ,Phường Đại Mỗ,Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,
Hà Nội,Xuân Phương,Phường Đại Mỗ,Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,
Hà Nội,Dương Nội,Phường Đại Mỗ (phần còn lại sau khi sáp nhập vào phường Xuân Phương&comma; phường Tây Mỗ&comma; phường Đại Mỗ&comma; phường Hà Đông),Phường Đại Mỗ,Nam Từ Liêm,Hà Nội,
Hà Nội,Cầu Giấy,Phường Dịch Vọng,Phường Dịch Vọng,Cầu Giấy,Hà Nội,
Hà Nội,Nghĩa Đô,Phường Dịch Vọng (phần còn lại sau khi sáp nhập vào phường Cầu Giấy),Phường Dịch Vọng,Cầu Giấy,Hà Nội,
Hà Nội,Cầu Giấy,Phường Dịch Vọng Hậu,Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,
Hà Nội,Nghĩa Đô,Phường Dịch Vọng Hậu (phần còn lại sau khi sáp nhập vào phường Cầu Giấy),Phường Dịch Vọng Hậu,Cầu Giấy,Hà Nội,
Hà Nội,Ba Đình,Phường Điện Biên,Phường Điện Biên,Ba Đình,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Điện Biên,Phường Điện Biên,Ba Đình,Hà Nội,
Hà Nội,Văn Miếu - Quốc Tử Giám,Phường Điện Biên,Phường Điện Biên,Ba Đình,Hà Nội,
Hà Nội,Ô Chợ Dừa,Phường Điện Biên (phần còn lại sau khi sáp nhập vào phường Hoàn Kiếm&comma; phường Ba Đình&comma; phường Văn Miếu Quốc Tử Giám),Phường Điện Biên,Ba Đình,Hà Nội,
Hà Nội,Định Công,Phường Định Công,Phường Định Công,Hoàng Mai,Hà Nội,
Hà Nội,Phương Liệt,Phường Định Công (phần còn lại sau khi sáp nhập vào phường Định Công),Phường Định Công,Hoàng Mai,Hà Nội,
Hà Nội,Ba Đình,Phường Đội Cấn,Phường Đội Cấn,Ba Đình,Hà Nội,
Hà Nội,Ngọc Hà,Phường Đội Cấn (phần còn lại sau khi sáp nhập vào phường Ba Đình),Phường Đội Cấn,Ba Đình,Hà Nội,
Hà Nội,Yên Nghĩa,Phường Đồng Mai,Phường Đồng Mai,Hà Đông,Hà Nội,
Hà Nội,Chương Mỹ,Phường Đồng Mai (phần còn lại sau khi sáp nhập vào phường Yên Nghĩa),Phường Đồng Mai,Hà Đông,Hà Nội,
Hà Nội,Phú Thượng,Phường Đông Ngạc,Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,
Hà Nội,Đông Ngạc,Phường Đông Ngạc (phần còn lại sau khi sáp nhập vào phường Phú Thượng),Phường Đông Ngạc,Bắc Từ Liêm,Hà Nội,
Hà Nội,Hai Bà Trưng,Phường Đồng Nhân,Phường Đồng Nhân,Hai Bà Trưng,Hà Nội,
Hà Nội,Bạch Mai,Phường Đồng Tâm,Phường Đồng Tâm,Hai Bà Trưng,Hà Nội,
Hà Nội,Tương Mai,Phường Đồng Tâm (phần còn lại sau khi sáp nhập vào phường Bạch Mai),Phường Đồng Tâm,Hai Bà Trưng,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Đồng Xuân,Phường Đồng Xuân,Hoàn Kiếm,Hà Nội,
Hà Nội,Ba Đình,Phường Đồng Xuân (phần còn lại sau khi sáp nhập vào phường Hoàn Kiếm),Phường Đồng Xuân,Hoàn Kiếm,Hà Nội,
Hà Nội,Bồ Đề,Phường Đức Giang,Phường Đức Giang,Long Biên,Hà Nội,
Hà Nội,Việt Hưng,Phường Đức Giang (phần còn lại sau khi sáp nhập vào phường Bồ Đề),Phường Đức Giang,Long Biên,Hà Nội,
Hà Nội,Đông Ngạc,Phường Đức Thắng,Phường Đức Thắng,Bắc Từ Liêm,Hà Nội,
Hà Nội,Đại Mỗ,Phường Dương Nội,Phường Dương Nội,Hà Đông,Hà Nội,
Hà Nội,Dương Nội,Phường Dương Nội,Phường Dương Nội,Hà Đông,Hà Nội,
Hà Nội,Tây Mỗ,Phường Dương Nội,Phường Dương Nội,Hà Đông,Hà Nội,
Hà Nội,An Khánh,Phường Dương Nội (phần còn lại sau khi sáp nhập vào phường Tây Mỗ&comma; phường Đại Mỗ&comma; phường Dương Nội),Phường Dương Nội,Hà Đông,Hà Nội,
Hà Nội,Bồ Đề,Phường Gia Thụy,Phường Gia Thụy,Long Biên,Hà Nội,
Hà Nội,Long Biên,Phường Gia Thụy,Phường Gia Thụy,Long Biên,Hà Nội,
Hà Nội,Việt Hưng,Phường Gia Thụy (phần còn lại sau khi sáp nhập vào phường Long Biên&comma; phường Bồ Đề),Phường Gia Thụy,Long Biên,Hà Nội,
Hà Nội,Việt Hưng,Phường Giang Biên,Phường Giang Biên,Long Biên,Hà Nội,
Hà Nội,Phúc Lợi,Phường Giang Biên (phần còn lại sau khi sáp nhập vào phường Việt Hưng),Phường Giang Biên,Long Biên,Hà Nội,
Hà Nội,Giảng Võ,Phường Giảng Võ,Phường Giảng Võ,Ba Đình,Hà Nội,
Hà Nội,Hoàng Mai,Phường Giáp Bát,Phường Giáp Bát,Hoàng Mai,Hà Nội,
Hà Nội,Tương Mai,Phường Giáp Bát,Phường Giáp Bát,Hoàng Mai,Hà Nội,
Hà Nội,Định Công,Phường Giáp Bát (phần còn lại sau khi sáp nhập vào phường Hoàng Mai&comma; phường Tương Mai),Phường Giáp Bát,Hoàng Mai,Hà Nội,
Hà Nội,Hà Đông,Phường Hà Cầu,Phường Hà Cầu,Hà Đông,Hà Nội,
Hà Nội,Kiến Hưng,Phường Hà Cầu (phần còn lại sau khi sáp nhập vào phường Hà Đông),Phường Hà Cầu,Hà Đông,Hà Nội,
Hà Nội,Khương Đình,Phường Hạ Đình,Phường Hạ Đình,Thanh Xuân,Hà Nội,
Hà Nội,Thanh Liệt,Phường Hạ Đình (phần còn lại sau khi sáp nhập vào phường Khương Đình),Phường Hạ Đình,Thanh Xuân,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Hàng Bạc,Phường Hàng Bạc,Hoàn Kiếm,Hà Nội,
Hà Nội,Cửa Nam,Phường Hàng Bài,Phường Hàng Bài,Hoàn Kiếm,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Hàng Bồ,Phường Hàng Bồ,Hoàn Kiếm,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Hàng Bông,Phường Hàng Bông,Hoàn Kiếm,Hà Nội,
Hà Nội,Cửa Nam,Phường Hàng Bông (phần còn lại sau khi sáp nhập vào phường Hoàn Kiếm),Phường Hàng Bông,Hoàn Kiếm,Hà Nội,
Hà Nội,Văn Miếu - Quốc Tử Giám,Phường Hàng Bột,Phường Hàng Bột,Đống Đa,Hà Nội,
Hà Nội,Ô Chợ Dừa,Phường Hàng Bột (phần còn lại sau khi sáp nhập vào phường Văn Miếu Quốc Tử Giám),Phường Hàng Bột,Đống Đa,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Hàng Buồm,Phường Hàng Buồm,Hoàn Kiếm,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Hàng Đào,Phường Hàng Đào,Hoàn Kiếm,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Hàng Gai,Phường Hàng Gai,Hoàn Kiếm,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Hàng Mã,Phường Hàng Mã,Hoàn Kiếm,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Hàng Trống,Phường Hàng Trống,Hoàn Kiếm,Hà Nội,
Hà Nội,Cửa Nam,Phường Hàng Trống (phần còn lại sau khi sáp nhập vào phường Hoàn Kiếm),Phường Hàng Trống,Hoàn Kiếm,Hà Nội,
Hà Nội,Định Công,Phường Hoàng Liệt,Phường Hoàng Liệt,Hoàng Mai,Hà Nội,
Hà Nội,Hoàng Liệt,Phường Hoàng Liệt,Phường Hoàng Liệt,Hoàng Mai,Hà Nội,
Hà Nội,Hoàng Mai,Phường Hoàng Liệt,Phường Hoàng Liệt,Hoàng Mai,Hà Nội,
Hà Nội,Yên Sở,Phường Hoàng Liệt (phần còn lại sau khi sáp nhập vào phường Hoàng Mai&comma; phường Định Công&comma; phường Hoàng Liệt),Phường Hoàng Liệt,Hoàng Mai,Hà Nội,
Hà Nội,Hoàng Mai,Phường Hoàng Văn Thụ,Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,
Hà Nội,Tương Mai,Phường Hoàng Văn Thụ (phần còn lại sau khi sáp nhập vào phường Hoàng Mai),Phường Hoàng Văn Thụ,Hoàng Mai,Hà Nội,
Hà Nội,Văn Miếu - Quốc Tử Giám,Phường Khâm Thiên,Phường Khâm Thiên,Đống Đa,Hà Nội,
Hà Nội,Khương Đình,Phường Khương Đình,Phường Khương Đình,Thanh Xuân,Hà Nội,
Hà Nội,Phương Liệt,Phường Khương Đình (phần còn lại sau khi sáp nhập vào phường Khương Đình),Phường Khương Đình,Thanh Xuân,Hà Nội,
Hà Nội,Phương Liệt,Phường Khương Mai,Phường Khương Mai,Thanh Xuân,Hà Nội,
Hà Nội,Kim Liên,Phường Khương Thượng,Phường Khương Thượng,Đống Đa,Hà Nội,
Hà Nội,Khương Đình,Phường Khương Trung,Phường Khương Trung,Thanh Xuân,Hà Nội,
Hà Nội,Phương Liệt,Phường Khương Trung (phần còn lại sau khi sáp nhập vào phường Khương Đình),Phường Khương Trung,Thanh Xuân,Hà Nội,
Hà Nội,Kiến Hưng,Phường Kiến Hưng,Phường Kiến Hưng,Hà Đông,Hà Nội,
Hà Nội,Phú Lương,Phường Kiến Hưng,Phường Kiến Hưng,Hà Đông,Hà Nội,
Hà Nội,Đại Thanh,Phường Kiến Hưng (phần còn lại sau khi sáp nhập vào phường Phú Lương&comma; phường Kiến Hưng),Phường Kiến Hưng,Hà Đông,Hà Nội,
Hà Nội,Kim Liên,Phường Kim Liên,Phường Kim Liên,Đống Đa,Hà Nội,
Hà Nội,Ba Đình,Phường Kim Mã,Phường Kim Mã,Ba Đình,Hà Nội,
Hà Nội,Ngọc Hà,Phường Kim Mã,Phường Kim Mã,Ba Đình,Hà Nội,
Hà Nội,Giảng Võ,Phường Kim Mã (phần còn lại sau khi sáp nhập vào phường Ba Đình&comma; phường Ngọc Hà),Phường Kim Mã,Ba Đình,Hà Nội,
Hà Nội,Hà Đông,Phường La Khê,Phường La Khê,Hà Đông,Hà Nội,
Hà Nội,Dương Nội,Phường La Khê (phần còn lại sau khi sáp nhập vào phường Hà Đông),Phường La Khê,Hà Đông,Hà Nội,
Hà Nội,Đống Đa,Phường Láng Hạ,Phường Láng Hạ,Đống Đa,Hà Nội,
Hà Nội,Giảng Võ,Phường Láng Hạ,Phường Láng Hạ,Đống Đa,Hà Nội,
Hà Nội,Láng,Phường Láng Hạ (phần còn lại sau khi sáp nhập vào phường Giảng Võ&comma; phường Đống Đa),Phường Láng Hạ,Đống Đa,Hà Nội,
Hà Nội,Láng,Phường Láng Thượng,Phường Láng Thượng,Đống Đa,Hà Nội,
Hà Nội,Bạch Mai,Phường Lê Đại Hành,Phường Lê Đại Hành,Hai Bà Trưng,Hà Nội,
Hà Nội,Hai Bà Trưng,Phường Lê Đại Hành,Phường Lê Đại Hành,Hai Bà Trưng,Hà Nội,
Hà Nội,Văn Miếu - Quốc Tử Giám,Phường Lê Đại Hành (phần còn lại sau khi sáp nhập vào phường Hai Bà Trưng&comma; phường Bạch Mai),Phường Lê Đại Hành,Hai Bà Trưng,Hà Nội,
Hà Nội,Thượng Cát,Phường Liên Mạc,Phường Liên Mạc,Bắc Từ Liêm,Hà Nội,
Hà Nội,Ngọc Hà,Phường Liễu Giai,Phường Liễu Giai,Ba Đình,Hà Nội,
Hà Nội,Hoàng Mai,Phường Lĩnh Nam,Phường Lĩnh Nam,Hoàng Mai,Hà Nội,
Hà Nội,Lĩnh Nam,Phường Lĩnh Nam,Phường Lĩnh Nam,Hoàng Mai,Hà Nội,
Hà Nội,Vĩnh Hưng,Phường Lĩnh Nam (phần còn lại sau khi sáp nhập vào phường Lĩnh Nam&comma; phường Hoàng Mai),Phường Lĩnh Nam,Hoàng Mai,Hà Nội,
Hà Nội,Long Biên,Phường Long Biên,Phường Long Biên,Long Biên,Hà Nội,
Hà Nội,Bồ Đề,Phường Long Biên (phần còn lại sau khi sáp nhập vào phường Long Biên),Phường Long Biên,Long Biên,Hà Nội,
Hà Nội,Hoàn Kiếm,Phường Lý Thái Tổ,Phường Lý Thái Tổ,Hoàn Kiếm,Hà Nội,
Hà Nội,Nghĩa Đô,Phường Mai Dịch,Phường Mai Dịch,Cầu Giấy,Hà Nội,
Hà Nội,Phú Diễn,Phường Mai Dịch,Phường Mai Dịch,Cầu Giấy,Hà Nội,
Hà Nội,Từ Liêm,Phường Mai Dịch (phần còn lại sau khi sáp nhập vào phường Nghĩa Đô&comma; phường Phú Diễn),Phường Mai Dịch,Cầu Giấy,Hà Nội,
Hà Nội,Vĩnh Tuy,Phường Mai Động,Phường Mai Động,Hoàng Mai,Hà Nội,
Hà Nội,Tương Mai,Phường Mai Động (phần còn lại sau khi sáp nhập vào phường Vĩnh Tuy),Phường Mai Động,Hoàng Mai,Hà Nội,
Hà Nội,Từ Liêm,Phường Mễ Trì,Phường Mễ Trì,Nam Từ Liêm,Hà Nội,
Hà Nội,Yên Hòa,Phường Mễ Trì,Phường Mễ Trì,Nam Từ Liêm,Hà Nội,
Hà Nội,Đại Mỗ,Phường Mễ Trì (phần còn lại sau khi sáp nhập vào phường Yên Hòa&comma; phường Từ Liêm),Phường Mễ Trì,Nam Từ Liêm,Hà Nội,
Hà Nội,Đông Ngạc,Phường Minh Khai (quận Bắc Từ Liêm),Phường Minh Khai,Bắc Từ Liêm,Hà Nội,
Hà Nội,Tây Tựu,Phường Minh Khai (quận Bắc Từ Liêm),Phường Minh Khai,Bắc Từ Liêm,Hà Nội,
Hà Nội,Thượng Cát,Phường Minh Khai (quận Bắc Từ Liêm),Phường Minh Khai,Bắc Từ Liêm,Hà Nội,
Hà Nội,Xuân Phương,Phường Minh Khai (quận Bắc Từ Liêm) (phần còn lại sau khi sáp nhập vào phường Tây Tựu&comma; phường Đông Ngạc&comma; phường Thượng Cát),Phường Minh Khai,Bắc Từ Liêm,Hà Nội,
Hà Nội,Bạch Mai,Phường Minh Khai (quận Hai Bà Trưng),Phường Minh Khai,Hai Bà Trưng,Hà Nội,
Hà Nội,Tương Mai,Phường Minh Khai (quận Hai Bà Trưng) (phần còn lại sau khi sáp nhập vào phường Bạch Mai),Phường Minh Khai,Hai Bà Trưng,Hà Nội,
Hà Nội,Đại Mỗ,Phường Mộ Lao,Phường Mộ Lao,Hà Đông,Hà Nội,
Hà Nội,Hà Đông,Phường Mộ Lao (phần còn lại sau khi sáp nhập vào phường Đại Mỗ),Phường Mộ Lao,Hà Đông,Hà Nội,
Hà Nội,Cầu Giấy,Phường Mỹ Đình 1,Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,
Hà Nội,Từ Liêm,Phường Mỹ Đình 1 (phần còn lại sau khi sáp nhập vào phường Cầu Giấy),Phường Mỹ Đình 1,Nam Từ Liêm,Hà Nội,
Hà Nội,Cầu Giấy,Phường Mỹ Đình 2,Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,
Hà Nội,Từ Liêm,Phường Mỹ Đình 2 (phần còn lại sau khi sáp nhập vào phường Cầu Giấy),Phường Mỹ Đình 2,Nam Từ Liêm,Hà Nội,
Hà Nội,Đống Đa,Phường Nam Đồng,Phường Nam Đồng,Đống Đa,Hà Nội,
Hà Nội,Kim Liên,Phường Nam Đồng,Phường Nam Đồng,Đống Đa,Hà Nội,
Hà Nội,Văn Miếu - Quốc Tử Giám,Phường Nam Đồng (phần còn lại sau khi sáp nhập vào phường Đống Đa&comma; phường Kim Liên),Phường Nam Đồng,Đống Đa,Hà Nội,
Hà Nội,Nghĩa Đô,Phường Nghĩa Đô,Phường Nghĩa Đô,Cầu Giấy,Hà Nội,
Hà Nội,Ngọc Hà,Phường Nghĩa Đô,Phường Nghĩa Đô,Cầu Giấy,Hà Nội,
Hà Nội,Tây Hồ,Phường Nghĩa Đô (phần còn lại sau khi sáp nhập vào phường Ngọc Hà&comma; phường Nghĩa Đô),Phường Nghĩa Đô,Cầu Giấy,Hà Nội,
Hà Nội,Nghĩa Đô,Phường Nghĩa Tân,Phường Nghĩa Tân,Cầu Giấy,Hà Nội,
Hà Nội,Sơn Tây,Phường Ngô Quyền,Phường Ngô Quyền,Sơn Tây,Hà Nội,
Hà Nội,Ba Đình,Phường Ngọc Hà,Phường Ngọc Hà,Ba Đình,Hà Nội,
Hà Nội,Ngọc Hà,Phường Ngọc Hà (phần còn lại sau khi sáp nhập vào phường Ba Đình),Phường Ngọc Hà,Ba Đình,Hà Nội,
Hà Nội,Giảng Võ,Phường Ngọc Khánh,Phường Ngọc Khánh,Ba Đình,Hà Nội,
Hà Nội,Ngọc Hà,Phường Ngọc Khánh,Phường Ngọc Khánh,Ba Đình,Hà Nội,
Hà Nội,Láng,Phường Ngọc Khánh (phần còn lại sau khi sáp nhập vào phường Ngọc Hà&comma; phường Giảng Võ),Phường Ngọc Khánh,Ba Đình,Hà Nội,
Hà Nội,Bồ Đề,Phường Ngọc Lâm,Phường Ngọc Lâm,Long Biên,Hà Nội,
Hà Nội,Hồng Hà,Phường Ngọc Thụy,Phường Ngọc Thụy,Long Biên,Hà Nội,
Hà Nội,Bồ Đề,Phường Ngọc Thụy (phần còn lại sau khi sáp nhập vào phường Hồng Hà),Phường Ngọc Thụy,Long Biên,Hà Nội,
Hà Nội,Cửa Nam,Phường Nguyễn Du,Phường Nguyễn Du,Hai Bà Trưng,Hà Nội,
Hà Nội,Hai Bà Trưng,Phường Nguyễn Du,Phường Nguyễn Du,Hai Bà Trưng,Hà Nội,
Hà Nội,Văn Miếu - Quốc Tử Giám,Phường Nguyễn Du (phần còn lại sau khi sáp nhập vào phường Cửa Nam&comma; phường Hai Bà Trưng),Phường Nguyễn Du,Hai Bà Trưng,Hà Nội,
Hà Nội,Thanh Xuân,Phường Nhân Chính,Phường Nhân Chính,Thanh Xuân,Hà Nội,
Hà Nội,Yên Hòa,Phường Nhân Chính,Phường Nhân Chính,Thanh Xuân,Hà Nội,
Hà Nội,Đại Mỗ,Phường Nhân Chính (phần còn lại sau khi sáp nhập vào phường Thanh Xuân&comma; phường Yên Hòa),Phường Nhân Chính,Thanh Xuân,Hà Nội,
Hà Nội,Hồng Hà,Phường Nhật Tân,Phường Nhật Tân,Tây Hồ,Hà Nội,
Hà Nội,Tây Hồ,Phường Nhật Tân (phần còn lại sau khi sáp nhập vào phường Hồng Hà),Phường Nhật Tân,Tây Hồ,Hà Nội,
Hà Nội,Đống Đa,Phường Ô Chợ Dừa,Phường Ô Chợ Dừa,Đống Đa,Hà Nội,
Hà Nội,Ô Chợ Dừa,Phường Ô Chợ Dừa (phần còn lại sau khi sáp nhập vào phường Đống Đa),Phường Ô Chợ Dừa,Đống Đa,Hà Nội,
Hà Nội,Cửa Nam,Phường Phạm Đình Hổ,Phường Phạm Đình Hổ,Hai Bà Trưng,Hà Nội,
Hà Nội,Hai Bà Trưng,Phường Phạm Đình Hổ (phần còn lại sau khi sáp nhập vào phường Cửa Nam),Phường Phạm Đình Hổ,Hai Bà Trưng,Hà Nội,
Hà Nội,Cửa Nam,Phường Phan Chu Trinh,Phường Phan Chu Trinh,Hoàn Kiếm,Hà Nội,
Hà Nội,Hai Bà Trưng,Phường Phố Huế,Phường Phố Huế,Hai Bà Trưng,Hà Nội,
Hà Nội,Phú Diễn,Phường Phú Diễn,Phường Phú Diễn,Bắc Từ Liêm,Hà Nội,
Hà Nội,Từ Liêm,Phường Phú Đô,Phường Phú Đô,Nam Từ Liêm,Hà Nội,
Hà Nội,Đại Mỗ,Phường Phú Đô (phần còn lại sau khi sáp nhập vào phường Từ Liêm),Phường Phú Đô,Nam Từ Liêm,Hà Nội,
Hà Nội,Dương Nội,Phường Phú La,Phường Phú La,Hà Đông,Hà Nội,
Hà Nội,Kiến Hưng,Phường Phú La (phần còn lại sau khi sáp nhập vào phường Dương Nội),Phường Phú La,Hà Đông,Hà Nội,
Hà Nội,Phú Lương,Phường Phú Lãm,Phường Phú Lãm,Hà Đông,Hà Nội,
Hà Nội,Kiến Hưng,Phường Phú Lương,Phường Phú Lương,Hà Đông,Hà Nội,
Hà Nội,Phú Lương,Phường Phú Lương,Phường Phú Lương,Hà Đông,Hà Nội,
Hà Nội,Bình Minh,Phường Phú Lương (phần còn lại sau khi sáp nhập vào phường Phú Lương&comma; phường Kiến Hưng),Phường Phú Lương,Hà Đông,Hà Nội,
Hà Nội,Sơn Tây,Phường Phú Thịnh,Phường Phú Thịnh,Sơn Tây,Hà Nội,
Hà Nội,Hồng Hà,Phường Phú Thượng,Phường Phú Thượng,Tây Hồ,Hà Nội,
Hà Nội,Tây Hồ,Phường Phú Thượng,Phường Phú Thượng,Tây Hồ,Hà Nội,
Hà Nội,Phú Thượng,Phường Phú Thượng (phần còn lại sau khi sáp nhập vào phường Hồng Hà&comma; phường Tây Hồ),Phường Phú Thượng,Tây Hồ,Hà Nội,
Hà Nội,Phú Diễn,Phường Phúc Diễn,Phường Phúc Diễn,Bắc Từ Liêm,Hà Nội,
Hà Nội,Xuân Phương,Phường Phúc Diễn (phần còn lại sau khi sáp nhập vào phường Phú Diễn),Phường Phúc Diễn,Bắc Từ Liêm,Hà Nội,
Hà Nội,Bồ Đề,Phường Phúc Đồng,Phường Phúc Đồng,Long Biên,Hà Nội,
Hà Nội,Long Biên,Phường Phúc Đồng,Phường Phúc Đồng,Long Biên,Hà Nội,
Hà Nội,Việt Hưng,Phường Phúc Đồng,Phường Phúc Đồng,Long Biên,Hà Nội,
Hà Nội,Phúc Lợi,Phường Phúc Đồng (phần còn lại sau khi sáp nhập vào phường Long Biên&comma; phường Bồ Đề&comma; phường Việt Hưng),Phường Phúc Đồng,Long Biên,Hà Nội,
Hà Nội,Hà Đông,Phường Phúc La,Phường Phúc La,Hà Đông,Hà Nội,
Hà Nội,Việt Hưng,Phường Phúc Lợi,Phường Phúc Lợi,Long Biên,Hà Nội,
Hà Nội,Phúc Lợi,Phường Phúc Lợi (phần còn lại sau khi sáp nhập vào phường Việt Hưng),Phường Phúc Lợi,Long Biên,Hà Nội,
Hà Nội,Hồng Hà,Phường Phúc Tân,Phường Phúc Tân,Hoàn Kiếm,Hà Nội,
Hà Nội,Hồng Hà,Phường Phúc Xá,Phường Phúc Xá,Ba Đình,Hà Nội,
Hà Nội,Xuân Phương,Phường Phương Canh,Phường Phương Canh,Nam Từ Liêm,Hà Nội,
Hà Nội,Kim Liên,Phường Phương Liên Trung Tự,Phường Phương Liên Trung Tự,Đống Đa,Hà Nội,
Hà Nội,Văn Miếu - Quốc Tử Giám,Phường Phương Liên Trung Tự (phần còn lại sau khi sáp nhập vào phường Kim Liên),Phường Phương Liên Trung Tự,Đống Đa,Hà Nội,
Hà Nội,Tương Mai,Phường Phương Liệt,Phường Phương Liệt,Thanh Xuân,Hà Nội,
Hà Nội,Phương Liệt,Phường Phương Liệt (phần còn lại sau khi sáp nhập vào phường Tương Mai),Phường Phương Liệt,Thanh Xuân,Hà Nội,
